assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
6.1,-1.3,0.051,0.04,0.114,0.023,0.086,7.6,2.6,-10.7,3,-0.015,-0.001,-0.015,-0.02,-5.5,-0.06,-0.025,-5.4,-0.019,-1.4,-0.007,-4.5,-1.8,1.66,0.032,0.029,5.4,0.055,2.2,0.055,0.118,4,1
-6.1,1.3,-0.051,-0.04,-0.114,-0.023,-0.086,-7.6,-2.6,10.7,-3,0.015,0.001,0.015,0.02,5.5,0.06,0.025,5.4,0.019,1.4,0.007,4.5,1.8,-1.66,-0.032,-0.029,-5.4,-0.055,-2.2,-0.055,-0.118,-4,0
-5.5,6.4,0.001,-0.002,0.03,-0.006,0.021,6.3,9.1,-7.4,4,-0.044,-0.034,-0.006,-0.016,-2.3,-0.027,-0.03,-6.1,-0.043,-1.7,-0.043,-3.5,1.2,14.56,0.024,-0.01,6.1,0.002,-0.3,0.009,0.174,7,1
5.5,-6.4,-0.001,0.002,-0.03,0.006,-0.021,-6.3,-9.1,7.4,-4,0.044,0.034,0.006,0.016,2.3,0.027,0.03,6.1,0.043,1.7,0.043,3.5,-1.2,-14.56,-0.024,0.01,-6.1,-0.002,0.3,-0.009,-0.174,-7,0
11.8,-2.1,0.085,0.068,-0.08,0.042,-0.045,18.2,7.9,-12.7,-3.1,-0.067,-0.047,-0.224,-0.154,-12.7,-0.07,-0.049,-12.3,-0.075,-5.2,-0.063,-7.6,-5,10.67,0.045,0.044,12.3,0.073,-1.6,0.094,0.459,16,1
-11.8,2.1,-0.085,-0.068,0.08,-0.042,0.045,-18.2,-7.9,12.7,3.1,0.067,0.047,0.224,0.154,12.7,0.07,0.049,12.3,0.075,5.2,0.063,7.6,5,-10.67,-0.045,-0.044,-12.3,-0.073,1.6,-0.094,-0.459,-16,0
-3.3,10.4,-0.009,0.011,-0.053,-0.091,-0.076,3.7,5.7,-7.1,-5.2,-0.116,-0.093,0.078,0.052,-0.1,-0.069,-0.077,-4,-0.092,-2.6,-0.119,-4.7,-0.9,8.7,-0.078,-0.035,4,-0.028,-3.6,0.019,0.281,12,1
3.3,-10.4,0.009,-0.011,0.053,0.091,0.076,-3.7,-5.7,7.1,5.2,0.116,0.093,-0.078,-0.052,0.1,0.069,0.077,4,0.092,2.6,0.119,4.7,0.9,-8.7,0.078,0.035,-4,0.028,3.6,-0.019,-0.281,-12,0
0.4,0.7,-0.027,-0.022,0.081,-0.025,0.046,-2,0.5,-0.7,2.6,0.016,0.017,-0.046,-0.04,-1.6,-0.01,0.004,-0.2,0.005,1.1,0.022,-0.8,0,9.04,-0.009,-0.021,0.2,-0.02,-1,-0.023,0.035,0,1
-0.4,-0.7,0.027,0.022,-0.081,0.025,-0.046,2,-0.5,0.7,-2.6,-0.016,-0.017,0.046,0.04,1.6,0.01,-0.004,0.2,-0.005,-1.1,-0.022,0.8,0,-9.04,0.009,0.021,-0.2,0.02,1,0.023,-0.035,0,0
17.9,5.7,0.086,0.075,-0.001,0.072,0.025,15.9,-5.5,7.2,0.3,-0.025,-0.03,-0.156,-0.104,-6.6,0.025,0,-2,-0.033,1.8,-0.039,1.2,2.7,6.4,-0.004,0.064,2,0.085,-3.4,0.08,0.439,15,1
-17.9,-5.7,-0.086,-0.075,0.001,-0.072,-0.025,-15.9,5.5,-7.2,-0.3,0.025,0.03,0.156,0.104,6.6,-0.025,0,2,0.033,-1.8,0.039,-1.2,-2.7,-6.4,0.004,-0.064,-2,-0.085,3.4,-0.08,-0.439,-15,0
6.1,-2.2,-0.013,-0.017,0.08,0.001,0.055,3.3,3.2,-7.8,4.5,0.031,0.034,-0.051,-0.048,-0.8,-0.053,0.04,-1,0.018,-2.6,0.019,0.7,-1.5,6.46,0.021,0.007,1,-0.003,-1.4,-0.027,0.068,3,1
-6.1,2.2,0.013,0.017,-0.08,-0.001,-0.055,-3.3,-3.2,7.8,-4.5,-0.031,-0.034,0.051,0.048,0.8,0.053,-0.04,1,-0.018,2.6,-0.019,-0.7,1.5,-6.46,-0.021,-0.007,-1,0.003,1.4,0.027,-0.068,-3,0
2.9,0,0.041,0.016,-0.017,0.085,0.016,6.5,-8.1,-0.3,-0.5,-0.022,-0.018,-0.029,-0.022,-5.6,-0.004,-0.019,-0.1,-0.022,-2.2,-0.018,0.9,-0.8,1.89,0.129,0.013,0.1,0.046,-1.8,0.038,0.168,6,1
-2.9,0,-0.041,-0.016,0.017,-0.085,-0.016,-6.5,8.1,0.3,0.5,0.022,0.018,0.029,0.022,5.6,0.004,0.019,0.1,0.022,2.2,0.018,-0.9,0.8,-1.89,-0.129,-0.013,-0.1,-0.046,1.8,-0.038,-0.168,-6,0
-0.3,1,-0.007,-0.013,0.041,-0.021,0.022,-0.8,2.6,3.4,-0.5,0.007,-0.004,0.067,0.032,-1.4,0.046,0.021,-1,0.006,2,-0.009,-4.9,0.4,-2.05,-0.005,0.031,1,-0.006,1,-0.049,0.037,2,1
0.3,-1,0.007,0.013,-0.041,0.021,-0.022,0.8,-2.6,-3.4,0.5,-0.007,0.004,-0.067,-0.032,1.4,-0.046,-0.021,1,-0.006,-2,0.009,4.9,-0.4,2.05,0.005,-0.031,-1,0.006,-1,0.049,-0.037,-2,0
-1.8,2.3,0.045,0.041,-0.106,0.008,-0.066,8.6,2.6,-0.5,-0.6,-0.043,-0.053,-0.082,-0.055,-6.8,0.074,-0.014,-5.7,-0.041,-1.6,-0.059,0.5,0.5,6.53,0.015,0.012,5.7,0.032,-1.1,0.062,0.263,12,1
1.8,-2.3,-0.045,-0.041,0.106,-0.008,0.066,-8.6,-2.6,0.5,0.6,0.043,0.053,0.082,0.055,6.8,-0.074,0.014,5.7,0.041,1.6,0.059,-0.5,-0.5,-6.53,-0.015,-0.012,-5.7,-0.032,1.1,-0.062,-0.263,-12,0
-1.9,-2.1,0.06,0.05,0.047,0.086,0.06,12.8,-3.5,-8.1,-2.4,0,0.008,-0.032,-0.024,-9.2,-0.045,0.004,-3.7,-0.002,-1.9,-0.001,2.9,1,3.5,0.022,0.031,3.7,0.067,-2.2,0.066,0.305,11,1
1.9,2.1,-0.06,-0.05,-0.047,-0.086,-0.06,-12.8,3.5,8.1,2.4,0,-0.008,0.032,0.024,9.2,0.045,-0.004,3.7,0.002,1.9,0.001,-2.9,-1,-3.5,-0.022,-0.031,-3.7,-0.067,2.2,-0.066,-0.305,-11,0
-10.3,-0.3,-0.021,0.005,-0.014,-0.046,-0.027,-3.4,2.5,4.3,-1.4,0.015,0.02,-0.044,-0.06,2.7,-0.022,-0.003,0.4,-0.003,2.6,0.031,1.4,2.8,3.84,-0.098,-0.055,-0.4,-0.026,0.2,0.014,-0.107,-4,1
10.3,0.3,0.021,-0.005,0.014,0.046,0.027,3.4,-2.5,-4.3,1.4,-0.015,-0.02,0.044,0.06,-2.7,0.022,0.003,-0.4,0.003,-2.6,-0.031,-1.4,-2.8,-3.84,0.098,0.055,0.4,0.026,-0.2,-0.014,0.107,4,0
17.2,1.9,0.007,0.003,-0.001,0.024,0.009,1.3,2.3,-0.2,-1.1,-0.093,-0.066,0.004,-0.013,-7.8,-0.071,-0.08,-6.8,-0.087,0,-0.075,5.4,-1.9,0.93,0.076,-0.039,6.8,0.01,1.3,0.055,0.339,12,1
-17.2,-1.9,-0.007,-0.003,0.001,-0.024,-0.009,-1.3,-2.3,0.2,1.1,0.093,0.066,-0.004,0.013,7.8,0.071,0.08,6.8,0.087,0,0.075,-5.4,1.9,-0.93,-0.076,0.039,-6.8,-0.01,-1.3,-0.055,-0.339,-12,0
1.2,3.4,-0.066,-0.057,0.037,-0.061,0.009,-9.4,1.5,-1.6,1.1,-0.081,-0.064,0.011,-0.01,5.2,-0.032,-0.055,1.6,-0.077,0,-0.076,-9.3,0.7,5.9,-0.008,-0.033,-1.6,-0.063,0.1,-0.076,0.194,8,1
-1.2,-3.4,0.066,0.057,-0.037,0.061,-0.009,9.4,-1.5,1.6,-1.1,0.081,0.064,-0.011,0.01,-5.2,0.032,0.055,-1.6,0.077,0,0.076,9.3,-0.7,-5.9,0.008,0.033,1.6,0.063,-0.1,0.076,-0.194,-8,0
8.3,1.2,0.066,0.065,0.048,0.009,0.036,4.7,0.8,-3.6,2.2,-0.005,-0.004,-0.098,-0.079,1.9,-0.016,0.01,-1.3,-0.016,0.7,-0.015,3.7,0.5,3.42,-0.057,0.064,1.3,0.062,4.4,0.053,0.062,2,1
-8.3,-1.2,-0.066,-0.065,-0.048,-0.009,-0.036,-4.7,-0.8,3.6,-2.2,0.005,0.004,0.098,0.079,-1.9,0.016,-0.01,1.3,0.016,-0.7,0.015,-3.7,-0.5,-3.42,0.057,-0.064,-1.3,-0.062,-4.4,-0.053,-0.062,-2,0
-6.4,-1.8,-0.028,-0.019,0.026,-0.043,0.003,-3.4,-4.3,6.3,-1.1,0.037,0.035,-0.092,-0.07,-1.1,0.017,-0.006,2.4,0.022,-0.4,0.062,2.2,-0.2,0.35,-0.024,-0.024,-2.4,-0.028,-2.3,-0.021,-0.102,-5,1
6.4,1.8,0.028,0.019,-0.026,0.043,-0.003,3.4,4.3,-6.3,1.1,-0.037,-0.035,0.092,0.07,1.1,-0.017,0.006,-2.4,-0.022,0.4,-0.062,-2.2,0.2,-0.35,0.024,0.024,2.4,0.028,2.3,0.021,0.102,5,0
-3.5,0.5,-0.043,-0.047,-0.034,-0.029,-0.031,-6.3,-0.2,15.5,2.6,-0.001,-0.003,0.021,0.013,6.4,0.042,-0.038,4,0,2,0.026,-1.4,3.5,-5.24,0.096,-0.096,-4,-0.044,-1,-0.01,-0.125,-4,1
3.5,-0.5,0.043,0.047,0.034,0.029,0.031,6.3,0.2,-15.5,-2.6,0.001,0.003,-0.021,-0.013,-6.4,-0.042,0.038,-4,0,-2,-0.026,1.4,-3.5,5.24,-0.096,0.096,4,0.044,1,0.01,0.125,4,0
0.3,-2.9,0.038,0.031,0.074,0.008,0.052,14.1,4.7,-2,3.4,0.001,0.016,0.027,0.02,-2.7,-0.055,-0.037,-2.7,0.004,4.8,0.028,3.7,3,-13.82,0.022,0.016,2.7,0.038,-4,0.045,0.403,14,1
-0.3,2.9,-0.038,-0.031,-0.074,-0.008,-0.052,-14.1,-4.7,2,-3.4,-0.001,-0.016,-0.027,-0.02,2.7,0.055,0.037,2.7,-0.004,-4.8,-0.028,-3.7,-3,13.82,-0.022,-0.016,-2.7,-0.038,4,-0.045,-0.403,-14,0
-7.5,-0.4,0.015,0.015,-0.012,-0.005,-0.011,5.5,3.6,-0.9,-1.8,-0.029,-0.036,0.016,0.006,0.4,0.024,0.022,-2.7,-0.025,-1.9,-0.061,1.3,-2.3,-4.91,-0.011,0.016,2.7,0.011,-1.5,0.012,0.14,4,1
7.5,0.4,-0.015,-0.015,0.012,0.005,0.011,-5.5,-3.6,0.9,1.8,0.029,0.036,-0.016,-0.006,-0.4,-0.024,-0.022,2.7,0.025,1.9,0.061,-1.3,2.3,4.91,0.011,-0.016,-2.7,-0.011,1.5,-0.012,-0.14,-4,0
-0.5,0.5,-0.02,-0.005,-0.026,0.063,0.004,0.5,-0.8,-1.3,-1.2,-0.032,-0.029,-0.051,-0.02,-3.2,0.012,-0.028,-1.1,-0.026,1.9,-0.027,-8.6,2.5,11.22,-0.089,0.005,1.1,-0.01,-1.9,-0.035,0.195,6,1
0.5,-0.5,0.02,0.005,0.026,-0.063,-0.004,-0.5,0.8,1.3,1.2,0.032,0.029,0.051,0.02,3.2,-0.012,0.028,1.1,0.026,-1.9,0.027,8.6,-2.5,-11.22,0.089,-0.005,-1.1,0.01,1.9,0.035,-0.195,-6,0
5.3,8.4,-0.022,0.001,0.091,0.023,0.068,4,6.7,0.7,-0.5,-0.047,-0.042,0.001,-0.004,4.3,-0.007,-0.016,-1.7,-0.043,1.2,-0.062,4.9,2.8,5.36,-0.083,-0.053,1.7,-0.009,-1.6,0.007,0.28,8,1
-5.3,-8.4,0.022,-0.001,-0.091,-0.023,-0.068,-4,-6.7,-0.7,0.5,0.047,0.042,-0.001,0.004,-4.3,0.007,0.016,1.7,0.043,-1.2,0.062,-4.9,-2.8,-5.36,0.083,0.053,-1.7,0.009,1.6,-0.007,-0.28,-8,0
-0.2,4.5,0.018,0.007,-0.007,0.069,0.018,11.2,8.3,-3.8,-2.5,-0.067,-0.055,-0.045,-0.032,-4.1,-0.037,-0.033,-7,-0.061,0,-0.077,-1.4,-0.4,5.48,0.087,-0.023,7,0.025,-2.1,0.037,0.392,15,1
0.2,-4.5,-0.018,-0.007,0.007,-0.069,-0.018,-11.2,-8.3,3.8,2.5,0.067,0.055,0.045,0.032,4.1,0.037,0.033,7,0.061,0,0.077,1.4,0.4,-5.48,-0.087,0.023,-7,-0.025,2.1,-0.037,-0.392,-15,0
1.5,-1.1,0.018,-0.005,0.08,0.008,0.061,0.9,-11.3,-4.2,1.1,-0.027,-0.001,-0.103,-0.086,5.9,-0.108,-0.04,6.8,-0.037,-3.5,-0.004,5.5,-1.6,0.8,0.132,-0.016,-6.8,0.024,-1.5,0.029,0.104,6,1
-1.5,1.1,-0.018,0.005,-0.08,-0.008,-0.061,-0.9,11.3,4.2,-1.1,0.027,0.001,0.103,0.086,-5.9,0.108,0.04,-6.8,0.037,3.5,0.004,-5.5,1.6,-0.8,-0.132,0.016,6.8,-0.024,1.5,-0.029,-0.104,-6,0
11.2,6.3,-0.023,-0.009,0.072,0.038,0.063,5.5,6.6,9.8,0.8,-0.048,-0.053,-0.034,-0.016,-4.5,0.058,-0.032,-6,-0.041,-3.5,-0.05,1.9,-1.1,12.33,-0.07,-0.015,6,-0.008,-3.1,-0.019,0.15,4,1
-11.2,-6.3,0.023,0.009,-0.072,-0.038,-0.063,-5.5,-6.6,-9.8,-0.8,0.048,0.053,0.034,0.016,4.5,-0.058,0.032,6,0.041,3.5,0.05,-1.9,1.1,-12.33,0.07,0.015,-6,0.008,3.1,0.019,-0.15,-4,0
-9.4,-0.5,0.026,-0.006,-0.044,0.079,-0.001,14.6,1.4,0.4,2.8,0.035,0.029,0.107,0.09,-0.4,-0.024,0.051,0,0.044,-2.1,0.012,3.2,-0.7,17.56,0.107,0.085,0,0.031,-5.1,-0.022,-0.019,0,1
9.4,0.5,-0.026,0.006,0.044,-0.079,0.001,-14.6,-1.4,-0.4,-2.8,-0.035,-0.029,-0.107,-0.09,0.4,0.024,-0.051,0,-0.044,2.1,-0.012,-3.2,0.7,-17.56,-0.107,-0.085,0,-0.031,5.1,0.022,0.019,0,0
2.2,1.4,0.077,0.064,0.055,0.03,0.046,20.3,0.5,-13.8,-2.8,-0.071,-0.052,-0.172,-0.136,2.3,-0.043,-0.065,-1.2,-0.084,0.2,-0.055,-0.6,0,-11.42,0.059,0.028,1.2,0.077,-5,0.098,0.454,16,1
-2.2,-1.4,-0.077,-0.064,-0.055,-0.03,-0.046,-20.3,-0.5,13.8,2.8,0.071,0.052,0.172,0.136,-2.3,0.043,0.065,1.2,0.084,-0.2,0.055,0.6,0,11.42,-0.059,-0.028,-1.2,-0.077,5,-0.098,-0.454,-16,0
-9.3,-4.8,0.049,0.041,0.066,-0.007,0.047,5.8,-3.6,-7.7,-3,0.047,0.042,0.009,0.016,-3.9,0.032,-0.001,0,0.045,2,0.073,0.8,1,1.8,0.02,0.024,0,0.047,-0.4,0.057,0.068,1,1
9.3,4.8,-0.049,-0.041,-0.066,0.007,-0.047,-5.8,3.6,7.7,3,-0.047,-0.042,-0.009,-0.016,3.9,-0.032,0.001,0,-0.045,-2,-0.073,-0.8,-1,-1.8,-0.02,-0.024,0,-0.047,0.4,-0.057,-0.068,-1,0
1.1,0.1,0.015,0.044,0.044,-0.027,0.02,7.5,8.3,-6.2,-3.2,-0.03,-0.026,0.01,0.024,-7.2,0.031,-0.052,-7.8,-0.018,0.2,-0.007,4,-1.2,0.28,-0.163,-0.006,7.8,0.012,-1.4,0.037,0.264,9,1
-1.1,-0.1,-0.015,-0.044,-0.044,0.027,-0.02,-7.5,-8.3,6.2,3.2,0.03,0.026,-0.01,-0.024,7.2,-0.031,0.052,7.8,0.018,-0.2,0.007,-4,1.2,-0.28,0.163,0.006,-7.8,-0.012,1.4,-0.037,-0.264,-9,0
6.3,3.2,0.102,0.08,-0.041,0.033,-0.014,16.2,-2.7,-0.9,-1.7,-0.004,-0.012,-0.094,-0.076,-3.5,0.006,0.045,-2.5,-0.016,-3.2,-0.036,0.8,-1.1,2.65,0.068,0.06,2.5,0.089,-1.8,0.105,0.319,12,1
-6.3,-3.2,-0.102,-0.08,0.041,-0.033,0.014,-16.2,2.7,0.9,1.7,0.004,0.012,0.094,0.076,3.5,-0.006,-0.045,2.5,0.016,3.2,0.036,-0.8,1.1,-2.65,-0.068,-0.06,-2.5,-0.089,1.8,-0.105,-0.319,-12,0
1,-0.4,-0.046,-0.039,0.075,-0.016,0.046,-6.1,-0.7,7.3,4.3,-0.002,0.01,0.096,0.062,-1.2,-0.052,-0.007,0.6,0.005,-0.8,0.01,-0.2,-2.3,8.34,0.018,-0.057,-0.6,-0.036,-0.2,-0.025,-0.187,-7,1
-1,0.4,0.046,0.039,-0.075,0.016,-0.046,6.1,0.7,-7.3,-4.3,0.002,-0.01,-0.096,-0.062,1.2,0.052,0.007,-0.6,-0.005,0.8,-0.01,0.2,2.3,-8.34,-0.018,0.057,0.6,0.036,0.2,0.025,0.187,7,0
-5.5,3,-0.006,-0.002,0.005,-0.031,-0.009,3.3,8,-18.1,-4.7,-0.028,-0.01,0.029,0.008,-1.4,-0.077,-0.037,-4,-0.027,2.1,-0.014,0.1,-1.6,-0.12,0.035,-0.058,4,-0.01,-0.2,0.038,0.268,8,1
5.5,-3,0.006,0.002,-0.005,0.031,0.009,-3.3,-8,18.1,4.7,0.028,0.01,-0.029,-0.008,1.4,0.077,0.037,4,0.027,-2.1,0.014,-0.1,1.6,0.12,-0.035,0.058,-4,0.01,0.2,-0.038,-0.268,-8,0
-5,0.5,0.103,0.072,-0.024,0.002,-0.015,11.8,-4.4,-16.5,4,-0.045,-0.025,0.014,0.007,-2.3,-0.115,-0.003,-1,-0.039,1.5,-0.068,3.2,1.7,2.42,0.12,0.06,1,0.089,0.6,0.109,0.392,14,1
5,-0.5,-0.103,-0.072,0.024,-0.002,0.015,-11.8,4.4,16.5,-4,0.045,0.025,-0.014,-0.007,2.3,0.115,0.003,1,0.039,-1.5,0.068,-3.2,-1.7,-2.42,-0.12,-0.06,-1,-0.089,-0.6,-0.109,-0.392,-14,0
-9,3.6,0.024,0.025,-0.062,0.093,-0.017,16.4,5.4,-13.8,0.2,0.019,0.029,-0.069,-0.047,0.2,-0.089,0.023,-1.6,0.011,-0.5,0.01,-2.4,1.1,13.73,-0.053,0.04,1.6,0.028,-6.2,0,0.289,13,1
9,-3.6,-0.024,-0.025,0.062,-0.093,0.017,-16.4,-5.4,13.8,-0.2,-0.019,-0.029,0.069,0.047,-0.2,0.089,-0.023,1.6,-0.011,0.5,-0.01,2.4,-1.1,-13.73,0.053,-0.04,-1.6,-0.028,6.2,0,-0.289,-13,0
0.6,-4.9,0.005,0.014,0.059,0.035,0.054,6.2,5.9,3.7,1,0.052,0.042,-0.012,-0.016,5.7,0.086,-0.039,1.1,0.04,7,0.102,-0.6,4.2,-1.9,-0.023,-0.021,-1.1,0.015,-0.6,0.032,0.169,7,1
-0.6,4.9,-0.005,-0.014,-0.059,-0.035,-0.054,-6.2,-5.9,-3.7,-1,-0.052,-0.042,0.012,0.016,-5.7,-0.086,0.039,-1.1,-0.04,-7,-0.102,0.6,-4.2,1.9,0.023,0.021,1.1,-0.015,0.6,-0.032,-0.169,-7,0
-5.8,5.5,0.026,0.046,0.048,0.005,0.036,5.5,0.1,-6.3,-0.4,-0.023,-0.032,-0.119,-0.079,-0.6,0.067,-0.02,-1.4,-0.026,1.6,-0.021,-6.1,3.3,-2.11,-0.116,-0.004,1.4,0.028,-1.1,0.042,0.354,14,1
5.8,-5.5,-0.026,-0.046,-0.048,-0.005,-0.036,-5.5,-0.1,6.3,0.4,0.023,0.032,0.119,0.079,0.6,-0.067,0.02,1.4,0.026,-1.6,0.021,6.1,-3.3,2.11,0.116,0.004,-1.4,-0.028,1.1,-0.042,-0.354,-14,0
-4.4,2.6,0.022,0.038,-0.016,0.021,-0.004,4,0.9,-4.4,-2.3,-0.001,0.012,-0.017,-0.001,-1.4,-0.065,-0.012,-1.8,0.002,-1.5,0.009,-2,-1.7,-2.55,-0.109,0.01,1.8,0.021,-0.5,0.017,0.015,-1,1
4.4,-2.6,-0.022,-0.038,0.016,-0.021,0.004,-4,-0.9,4.4,2.3,0.001,-0.012,0.017,0.001,1.4,0.065,0.012,1.8,-0.002,1.5,-0.009,2,1.7,2.55,0.109,-0.01,-1.8,-0.021,0.5,-0.017,-0.015,1,0
9.4,5.7,0.073,0.051,0.04,0.045,0.044,7,-0.2,-2.6,0.5,-0.024,-0.012,-0.057,-0.02,5.6,-0.075,0.007,0.5,-0.017,-1.5,-0.034,4.7,-0.7,-0.6,0.043,0.082,-0.5,0.072,3.6,0.046,0.048,3,1
-9.4,-5.7,-0.073,-0.051,-0.04,-0.045,-0.044,-7,0.2,2.6,-0.5,0.024,0.012,0.057,0.02,-5.6,0.075,-0.007,-0.5,0.017,1.5,0.034,-4.7,0.7,0.6,-0.043,-0.082,0.5,-0.072,-3.6,-0.046,-0.048,-3,0
-3.7,-1.6,-0.062,-0.033,0.023,-0.005,0.015,-2.9,2.8,-0.2,1,-0.001,0.006,-0.031,-0.029,8.9,-0.038,-0.005,3.9,-0.007,0.5,0.002,-4.7,1.8,-3.65,-0.065,-0.093,-3.9,-0.05,-3.3,-0.013,0,0,1
3.7,1.6,0.062,0.033,-0.023,0.005,-0.015,2.9,-2.8,0.2,-1,0.001,-0.006,0.031,0.029,-8.9,0.038,0.005,-3.9,0.007,-0.5,-0.002,4.7,-1.8,3.65,0.065,0.093,3.9,0.05,3.3,0.013,0,0,0
7.5,4.1,0.054,0.05,-0.027,0.004,-0.018,17.6,4.9,0,-4.6,-0.067,-0.057,0.028,0.015,-4.7,-0.003,-0.048,-5,-0.057,1.2,-0.063,1.6,2.7,-2.33,-0.044,0.06,5,0.043,-5.1,0.035,0.392,16,1
-7.5,-4.1,-0.054,-0.05,0.027,-0.004,0.018,-17.6,-4.9,0,4.6,0.067,0.057,-0.028,-0.015,4.7,0.003,0.048,5,0.057,-1.2,0.063,-1.6,-2.7,2.33,0.044,-0.06,-5,-0.043,5.1,-0.035,-0.392,-16,0
3.5,4.7,0.055,0.065,-0.038,-0.025,-0.036,12.6,8.7,-9.2,-2.4,-0.051,-0.037,-0.11,-0.09,-6.2,-0.036,-0.043,-8,-0.059,3.9,-0.041,-3.7,2.1,-0.53,-0.096,0.036,8,0.041,-1.6,0.055,0.579,21,1
-3.5,-4.7,-0.055,-0.065,0.038,0.025,0.036,-12.6,-8.7,9.2,2.4,0.051,0.037,0.11,0.09,6.2,0.036,0.043,8,0.059,-3.9,0.041,3.7,-2.1,0.53,0.096,-0.036,-8,-0.041,1.6,-0.055,-0.579,-21,0
4.3,1,0.07,0.044,-0.008,0.086,0.024,11.2,-1.8,4.8,-0.5,-0.057,-0.051,-0.125,-0.089,1.5,0.025,-0.05,-1,-0.061,1,-0.045,-5.1,2.9,9.83,0.139,-0.002,1,0.073,-0.1,0.108,0.389,16,1
-4.3,-1,-0.07,-0.044,0.008,-0.086,-0.024,-11.2,1.8,-4.8,0.5,0.057,0.051,0.125,0.089,-1.5,-0.025,0.05,1,0.061,-1,0.045,5.1,-2.9,-9.83,-0.139,0.002,-1,-0.073,0.1,-0.108,-0.389,-16,0
6.5,9.2,0.054,0.037,-0.025,-0.063,-0.042,8.3,1.4,-5.4,1.1,-0.015,-0.011,-0.063,-0.037,2,-0.001,-0.019,0,-0.016,0.6,-0.006,-1.2,0.3,9.97,0.038,0.056,0,0.034,-1.2,0.037,0.119,9,1
-6.5,-9.2,-0.054,-0.037,0.025,0.063,0.042,-8.3,-1.4,5.4,-1.1,0.015,0.011,0.063,0.037,-2,0.001,0.019,0,0.016,-0.6,0.006,1.2,-0.3,-9.97,-0.038,-0.056,0,-0.034,1.2,-0.037,-0.119,-9,0
3.2,3.2,0.082,0.071,0.033,-0.057,0.005,19.3,8.9,-19.3,-1.5,-0.07,-0.052,-0.074,-0.044,-4.8,-0.112,0.014,-7.9,-0.063,0.7,-0.118,-5.8,0.9,9.59,0.015,0.048,7.9,0.066,-2.4,0.087,0.542,21,1
-3.2,-3.2,-0.082,-0.071,-0.033,0.057,-0.005,-19.3,-8.9,19.3,1.5,0.07,0.052,0.074,0.044,4.8,0.112,-0.014,7.9,0.063,-0.7,0.118,5.8,-0.9,-9.59,-0.015,-0.048,-7.9,-0.066,2.4,-0.087,-0.542,-21,0
5.2,1.5,0.067,0.064,0.024,0.005,0.019,11.6,6.3,4,-2.2,0.02,0.022,-0.092,-0.057,-4.7,0,-0.01,-6.3,0.013,-1.2,0.042,-2.3,0,4.78,-0.029,0.041,6.3,0.058,1.1,0.07,0.382,16,1
-5.2,-1.5,-0.067,-0.064,-0.024,-0.005,-0.019,-11.6,-6.3,-4,2.2,-0.02,-0.022,0.092,0.057,4.7,0,0.01,6.3,-0.013,1.2,-0.042,2.3,0,-4.78,0.029,-0.041,-6.3,-0.058,-1.1,-0.07,-0.382,-16,0
-1.5,8.3,0.021,0.017,-0.029,-0.038,-0.034,9.1,4.9,-1.9,-1.6,-0.071,-0.062,0.019,0.01,-3.8,0.013,-0.062,-4.6,-0.059,0.6,-0.06,-3,1.7,11.75,0.018,0.004,4.6,0.01,-3.5,0.026,0.294,10,1
1.5,-8.3,-0.021,-0.017,0.029,0.038,0.034,-9.1,-4.9,1.9,1.6,0.071,0.062,-0.019,-0.01,3.8,-0.013,0.062,4.6,0.059,-0.6,0.06,3,-1.7,-11.75,-0.018,-0.004,-4.6,-0.01,3.5,-0.026,-0.294,-10,0
7.2,7.6,0.112,0.115,-0.101,0.017,-0.068,22.3,4.8,-1.4,-7.7,-0.038,-0.037,-0.102,-0.07,3.5,-0.002,-0.001,-3.1,-0.041,0.2,-0.058,9.4,2,5.47,-0.077,0.058,3.1,0.091,-3.1,0.135,0.442,18,1
-7.2,-7.6,-0.112,-0.115,0.101,-0.017,0.068,-22.3,-4.8,1.4,7.7,0.038,0.037,0.102,0.07,-3.5,0.002,0.001,3.1,0.041,-0.2,0.058,-9.4,-2,-5.47,0.077,-0.058,-3.1,-0.091,3.1,-0.135,-0.442,-18,0
1.9,-0.7,-0.063,-0.04,0.003,-0.12,-0.039,-14.5,0.8,-3.4,1.1,-0.027,-0.018,-0.061,-0.044,3.3,-0.014,-0.045,2,-0.03,2.7,-0.005,0.5,1.8,17.18,-0.04,-0.087,-2,-0.072,1.8,-0.027,-0.314,-11,1
-1.9,0.7,0.063,0.04,-0.003,0.12,0.039,14.5,-0.8,3.4,-1.1,0.027,0.018,0.061,0.044,-3.3,0.014,0.045,-2,0.03,-2.7,0.005,-0.5,-1.8,-17.18,0.04,0.087,2,0.072,-1.8,0.027,0.314,11,0
